Company name,NSE Symbol,Market Cap,Categorization
CAMBRIDGE TECHNOLOGY ENTERPRISES LTD.,CTE,126.66,Small Cap
CITY UNION BANK LTD,CUB,10097.57,Small Cap
CUBEX TUBINGS LTD,CUBEXTUB,70.39,Small Cap
"CUMMINS INDIA LTD.,",CUMMINSIND,50171.77, Mid Cap 
CUPID LIMITED,CUPID,708.71,Small Cap
CYBER MEDIA (INDIA) LTD.,CYBERMEDIA,29.57,Small Cap
CYBERTECH SYSTEMS AND SOFTWARE LTD.,CYBERTECH,412.77,Small Cap
CYIENT LIMITED,CYIENT,19021.16,Small Cap
CYIENT DLM LIMITED,CYIENTDLM,4878.12,Small Cap
DABUR INDIA LTD.,DABUR,97976.73, Large Cap 
DALMIA BHARAT LIMITED,DALBHARAT,40585.74, Mid Cap 
DALMIA BHARAT SUGAR AND INDUSTRIES LTD,DALMIASUG,3341.62,Small Cap
DAMODAR INDUSTRIES LIMITED,DAMODARIND,113.83,Small Cap
DANGEE DUMS LTD.,DANGEE,181.37,Small Cap
DATAMATICS GLOBAL SERVICES LIMITED,DATAMATICS,3576.24,Small Cap
DATA PATTERNS (INDIA) LIMITED,DATAPATTNS,11423.99,Small Cap
D.B.CORP LIMITED,DBCORP,4442.2,Small Cap
DILIP BUILDCON LIMITED,DBL,4770.48,Small Cap
DHAMPUR BIO ORGANICS LIMITED,DBOL,1084.36,Small Cap
D B REALTY LIMITED,DBREALTY,5620.57,Small Cap
DB(INTERNATIONAL)STOCK BROKERS LTD,DBSTOCKBRO,109.87,Small Cap
DISHMAN CARBOGEN AMCIS LIMITED,DCAL,2456.01,Small Cap
DCB BANK LIMITED,DCBBANK,3749.56,Small Cap
DC INFOTECH AND COMMUNICATION LIMITED,DCI,203.1,Small Cap
"DCM LTD.,",DCM,142.76,Small Cap
DCM FINANCIAL SERVICES LTD.,DCMFINSERV,8.72,Small Cap
DCM NOUVELLE LIMITED,DCMNVL,314.35,Small Cap
DCM SHRIRAM LIMITED,DCMSHRIRAM,14882.01,Small Cap
"DCM SHRIRAM INDUSTRIES LTD.,",DCMSRIND,1151.36,Small Cap
"DCW LTD.,",DCW,1541.52,Small Cap
DCX SYSTEMS LIMITED,DCXINDIA,2957.85,Small Cap
"DECCAN CEMENTS LTD.,",DECCANCE,733.51,Small Cap
DEEPAK FERTILIZERS &PETROCHEMICALS,DEEPAKFERT,7777.73,Small Cap
DEEPAK NITRITE LIMITED,DEEPAKNTR,29020.23, Mid Cap 
DEEP ENERGY RESOURCES LIMITED,DEEPENR,477.24,Small Cap
DEEP INDUSTRIES LIMITED,DEEPINDS,1607.02,Small Cap
DELHIVERY LIMITED,DELHIVERY,29906.71, Mid Cap 
DELPHI WORLD MONEY LIMITED,DELPHIFX,412.03,Small Cap
DELTA CORP LIMITED,DELTACORP,4377.73,Small Cap
DELTA MANUFACTURING LIMITED ,DELTAMAGNT,95.57,Small Cap
DEN NETWORKS LIMITED,DEN,2268.66,Small Cap
DE NORA INDIA LIMITED,DENORA,899.51,Small Cap
DEV INFORMATION TECHNOLOGY LIMITED,DEVIT,300.17,Small Cap
DEVYANI INTERNATIONAL LIMITED,DEVYANI,23547.6, Mid Cap 
DIGICONTENT LIMITED,DGCONTENT,109.74,Small Cap
"DHAMPUR SUGAR MILLS LTD.,",DHAMPURSUG,1807.34,Small Cap
DHANLAXMI BANK LIMITED,DHANBANK,667.67,Small Cap
DHANI SERVICES LIMITED,DHANI,2429.98,Small Cap
DHANUKA AGRITECH LTD.,DHANUKA,3858.78,Small Cap
DHARMAJ CROP GUARD LIMITED,DHARMAJ,756.79,Small Cap
DHRUV CONSULTANCY SERVICES LIMITED,DHRUV,85.35,Small Cap
DHUNSERI INVESTMENTS LTD,DHUNINV,531.48,Small Cap
DIAMOND POWER INFRASTRUCTURE LIMITED,DIACABS,22.97,Small Cap
"DIAMINES & CHEMICALS LTD.,",DIAMINESQ,498.14,Small Cap
PRATAAP SNACKS LIMITED,DIAMONDYD,2130.2,Small Cap
DIC INDIA LTD,DICIND,415.89,Small Cap
DIGISPICE TECHNOLOGIES LIMITED,DIGISPICE,696.17,Small Cap
DIGJAM LIMITED,DIGJAMLMTD,16.86,Small Cap
DEBOCK INDUSTRIES LTD.,DIL,119.13,Small Cap
DISH TV INDIA LIMITED,DISHTV,3431.27,Small Cap
DIVGI TORQTRANSFER SYSTEMS LIMITED,DIVGIITTS,3010.85,Small Cap
DIVI'S LABORATORIES LTD.,DIVISLAB,97405.76, Large Cap 
DIXON TECHNOLOGIES (INDIA) LIMITED,DIXON,30660.19, Mid Cap 
DJ MEDIAPRINT & LOGISTICS LIMITED,DJML,165.35,Small Cap
DLF LIMITED,DLF,138170.09, Large Cap 
D-LINK (INDIA) LTD,DLINKINDIA,1118.23,Small Cap
AVENUE SUPERMARTS LIMITED,DMART,245958.57, Large Cap 
DMCC SPECIALITY CHEMICALS LIMITED,DMCC,777.65,Small Cap
DILIGENT MEDIA CORPORATION LIMITED,DNAMEDIA,45.41,Small Cap
DODLA DAIRY LIMITED,DODLA,4369.13,Small Cap
DOLLAR INDUSTRIES LIMITED,DOLLAR,2393.38,Small Cap
DOLPHIN OFFSHORE ENTERPRISES (INDIA) LTD.,DOLPHIN,163.73,Small Cap
DOMS INDUSTRIES LIMITED,DOMS,7862.9,Small Cap
DONEAR INDUSTRIES LTD,DONEAR,521.26,Small Cap
D. P. ABHUSHAN LTD.,DPABHUSHAN,1109.01,Small Cap
DPSC LTD.,DPSCLTD,1609.74,Small Cap
D.P. WIRES LIMITED,DPWIRES,871.18,Small Cap
DRC SYSTEMS INDIA LIMITED,DRCSYSTEMS,183.49,Small Cap
DREAMFOLKS SERVICES LIMITED,DREAMFOLKS,2989.27,Small Cap
"DREDGING CORPORATION OF INDIA LTD.,",DREDGECORP,1313.44,Small Cap
"DR. REDDY'S LABORATORIES LTD.,",DRREDDY,92624.9, Large Cap 
DYNACONS SYSTEMS & SOLUTIONS LTD.,DSSL,815.14,Small Cap
DHUNSERI TEA & INDUSTRIES LTD,DTIL,228.96,Small Cap
DUCON INFRATECHNOLOGIES LIMITED,DUCON,193.45,Small Cap
DHUNSERI VENTURES LIMITED,DVL,1008.15,Small Cap
DWARIKESH SUGAR INDUSTRIES LTD.,DWARKESH,1747.07,Small Cap
DYNAMIC CABLES LIMITED,DYCL,978.21,Small Cap
"DYNAMATIC TECHNOLOGIES LTD.,",DYNAMATECH,2810.13,Small Cap
DYNEMIC PRODUCTS LTD.,DYNPRO,367.34,Small Cap
E2E NETWORKS LTD.,E2E,623.96,Small Cap
EASY TRIP PLANNERS LIMITED,EASEMYTRIP,7064.28,Small Cap
EASTERN SILK INDUSTRIES LIMITED,EASTSILK,16.95,Small Cap
ECLERX SERVICES LIMITED,ECLERX,9822.33,Small Cap
EDELWEISS FINANCIAL SERVICES LTD.,EDELWEISS,5648.84,Small Cap
EDUCOMP SOLUTIONS LTD,EDUCOMP,29.68,Small Cap
EICHER MOTORS LTD.,EICHERMOT,96864.95, Large Cap 
"E.I.D. PARRY (INDIA) LTD.,",EIDPARRY,8908.57,Small Cap
EURO INDIA FRESH FOODS LTD.,EIFFL,360.83,Small Cap
"EIH ASSOCIATED HOTELS LTD.,",EIHAHOTELS,1441.31,Small Cap
EIH LTD,EIHOTEL,14346.18,Small Cap
"EIMCO ELECON INDIA LTD.,",EIMCOELECO,655.75,Small Cap
EVEREST KANTO CYLINDERS LTD.,EKC,1380.32,Small Cap
"ELDECO HOUSING & IND. LTD.,",ELDEHSG,717.73,Small Cap
"ELECON ENGINEERING CO.LTD.,",ELECON,9262.03,Small Cap
"ELECTROSTEEL CASTINGS LTD.,",ELECTCAST,4759.36,Small Cap
ELECTROTHERM (INDIA) LTD,ELECTHERM,182.57,Small Cap
"ELGI EQUIPMENTS LTD.,",ELGIEQUIP,16320,Small Cap
ELGI RUBBER COMPANY LTD.,ELGIRUBCO,258.05,Small Cap
ELIN ELECTRONICS LIMITED,ELIN,795.02,Small Cap
EMAMI LTD,EMAMILTD,21824.86,Small Cap
EMAMI PAPER MILLS LTD.,EMAMIPAP,785.34,Small Cap
EMAMI REALTY LIMITED,EMAMIREAL,330.15,Small Cap
ELECTRONICS MART INDIA LIMITED,EMIL,5926.78,Small Cap
EMKAY GLOBAL FINANCIAL SERVICES LTD,EMKAY,233.92,Small Cap
EMMBI INDUSTRIES LIMITED,EMMBI,177.16,Small Cap
EMS LIMITED,EMSLIMITED,2033.07,Small Cap
EMUDHRA LIMITED,EMUDHRA,3635.98,Small Cap
ENDURANCE TECHNOLOGIES LIMITED,ENDURANCE,23238.81, Mid Cap 
ENERGY DEVELOPMENT COMPANY LTD.,ENERGYDEV,93.08,Small Cap
ENGINEERS INDIA LTD.,ENGINERSIN,8162.26,Small Cap
ENTERTAINMENT NETWORK (INDIA) LTD,ENIL,791.84,Small Cap
EPIGRAL LIMITED,EPIGRAL,3959.57,Small Cap
EPL LIMITED,EPL,6424.01,Small Cap
EQUIPPP SOCIAL IMPACT TECHNOLOGIES LIMITED,EQUIPPP,290.6,Small Cap
EQUITAS SMALL FINANCE BANK LIMITED,EQUITASBNK,10435.06,Small Cap
ERIS LIFESCIENCES LIMITED,ERIS,11423.88,Small Cap
EROS INTERNATIONAL MEDIA LIMITED,EROSMEDIA,190.23,Small Cap
ESAB INDIA LTD.,ESABINDIA,8190.61,Small Cap
ESAF SMALL FINANCE BANK LTD,ESAFSFB,3553.95,Small Cap
ESCORTS KUBOTA LIMITED,ESCORTS,34545.19, Mid Cap 
ESSAR SHIPPING LTD,ESSARSHPNG,344.3,Small Cap
INTEGRA ESSENTIA LIMITED,ESSENTIA,286.24,Small Cap
"ESTER INDUSTRIES LTD.,",ESTER,793.15,Small Cap
ETHOS LIMITED,ETHOSLTD,3977.71,Small Cap
EUROTEX INDUSTRIES & EXPORTS LTD.,EUROTEXIND,10.32,Small Cap
EVEREADY INDUSTRIES INDIA LTD.,EVEREADY,2646.37,Small Cap
EVEREST INDUSTRIES LTD.,EVERESTIND,1758.21,Small Cap
EXCEL REALTY N INFRA LIMITED,EXCEL,52.16,Small Cap
"EXCELL INDUSTRIES LTD.,",EXCELINDUS,1121.5,Small Cap
"EXIDE INDUSTRIES LTD.,",EXIDEIND,22750.7, Mid Cap 
EXPLEO SOLUTIONS LIMITED,EXPLEOSOL,2054.92,Small Cap
EXXARO TILES LIMITED,EXXARO,557.06,Small Cap
FERTILIZERS AND CHEMICALS TRAVANCORE LIMITED,FACT,38593.38, Mid Cap 
FAIRCHEM ORGANICS LIMITED,FAIRCHEMOR,1503.87,Small Cap
FAZE THREE LTD.,FAZE3Q,1003.72,Small Cap
FINEOTEX CHEMICAL LIMITED,FCL,3498.24,Small Cap
FUTURE CONSUMER LIMITED,FCONSUMER,166.37,Small Cap
FCS SOFTWARE SOLUTIONS LTD.,FCSSOFT,477.99,Small Cap
FDC LTD.,FDC,6227.83,Small Cap
FEDERAL BANK LTD.,FEDERALBNK,33302.45, Mid Cap 
FEDBANK FINANCIAL SERVICES LIMITED,FEDFINA,5219.86,Small Cap
FUTURE ENTERPRISES LIMITED,FEL,62.12,Small Cap
FIBERWEB (INDIA) LTD.,FIBERWEB,91.03,Small Cap
FIEM INDUSTRIES LIMITED,FIEMIND,2485.88,Small Cap
FILATEX INDIA LTD.,FILATEX,2032.12,Small Cap
"FINOLEX CABLES LTD.,",FINCABLES,15429.26,Small Cap
FINE ORGANIC INDUSTRIES LIMITED,FINEORG,14227.49,Small Cap
FINO PAYMENTS BANK LIMITED,FINOPB,2542.12,Small Cap
FINOLEX INDUSTRIES LTD.,FINPIPE,12915.58,Small Cap
FIVE-STAR BUSINESS FINANCE LTD.,FIVESTAR,21340.22,Small Cap
FLAIR WRITING INDUSTRIES LIMITED,FLAIR,3965.05,Small Cap
FLEXITUFF VENTURES INTERNATIONAL LIMITED,FLEXITUFF,106.9,Small Cap
FUTURE LIFESTYLE FASHIONS LIMITED,FLFL,79.13,Small Cap
GUJARAT FLUOROCHEMICALS LIMITED,FLUOROCHEM,32040.71, Mid Cap 
FEDERAL-MOGUL GOETZE (INDIA) LTD,FMGOETZE,2037.71,Small Cap
FUTURE MARKET NETWORKS LIMITED,FMNL,32.62,Small Cap
FOCUS LIGHTING AND FIXTURES LTD.,FOCUS,1073.37,Small Cap
FOODS & INNS LTD.,FOODSIN,962.31,Small Cap
FORTIS HEALTHCARE LTD,FORTIS,26045.51, Mid Cap 
FOSECO INDIA LTD,FOSECOIND,2153.43,Small Cap
FUTURE RETAIL LTD.,FRETAIL,171.74,Small Cap
FUTURE SUPPLY CHAIN SOLUTIONS LIMITED,FSC,46.46,Small Cap
FIRSTSOURCE SOLUTIONS LTD.,FSL,11125.74,Small Cap
FUSION MICRO FINANCE LIMITED,FUSION,6034.85,Small Cap
GABRIEL INDIA LTD.,GABRIEL,4538.58,Small Cap
GUJARAT AMBUJA EXPORTS LTD.,GAEL,7134.89,Small Cap
GAIL (INDIA) LTD.,GAIL,81457, Large Cap 
GALAXY SURFACTANTS LIMITED,GALAXYSURF,9571.87,Small Cap
GALLANTT ISPAT LIMITED,GALLANTT,2249.98,Small Cap
GANDHAR OIL REFINERY (INDIA) LIMITED,GANDHAR,2793.55,Small Cap
"GANDHI SPECIAL TUBES LTD.,",GANDHITUBE,876.7,Small Cap
GANESHA ECOSPHERE LIMITED,GANECOS,2159.64,Small Cap
"GANESH BENZOPLAST LTD.,",GANESHBE,1044.59,Small Cap
GANESH HOUSING CORPORATION LTD.,GANESHHOUC,3470.84,Small Cap
GANGA FORGING LTD.,GANGAFORGE,72.51,Small Cap
GANGES SECURITIES LTD.,GANGESSECU,120.26,Small Cap
GANGOTRI TEXTILES LTD.,GANGOTRI,2.92,Small Cap
GARWARE TECHNICAL FIBRES LIMITED,GARFIBRES,6529.59,Small Cap
GACM TECHNOLOGIES LIMITED,GATECH,90,Small Cap
GATEWAY DISTRIPARKS LIMITED,GATEWAY,4427.75,Small Cap
GAYATRI HIGHWAYS LTD,GAYAHWS,20.9,Small Cap
GAYATRI PROJECTS LIMITED,GAYAPROJ,127.38,Small Cap
GEECEE VENTURES LIMITED,GEECEE,408.6,Small Cap
GEEKAY WIRES LTD.,GEEKAYWIRE,351.99,Small Cap
GENERIC ENGINEERING CONSTRUCTION AND PROJECTS LIMITED,GENCON,234.76,Small Cap
GENESYS INTERNATIONAL CORPORATION LTD.,GENESYS,1293.77,Small Cap
GENSOL ENGINEERING LIMITED,GENSOL,2476.75,Small Cap
GENUS PAPER & BOARDS LIMITED,GENUSPAPER,487.43,Small Cap
GENUS POWER INFRASTRUCTURES LTD,GENUSPOWER,5925.82,Small Cap
GEOJIT FINANCIAL SERVICES LIMITED,GEOJITFSL,1375.22,Small Cap
GE POWER INDIA LIMITED,GEPIL,1231.17,Small Cap
"GREAT EASTERN SHIPPING CO. LTD.,",GESHIP,11656.97,Small Cap
GE T&D INDIA LIMITED,GET&D,9216.83,Small Cap
GFL LIMITED,GFLLIMITED,922.19,Small Cap
"GRAND FOUNDRY LTD.,",GFSTEELS,21.43,Small Cap
GHCL LTD.,GHCL,5406.74,Small Cap
GHCL TEXTILES LIMITED,GHCLTEXTIL,719.41,Small Cap
GIC HOUSING FINANCE LTD.,GICHSGFIN,1062.41,Small Cap
GENERAL INSURANCE CORPORATION OF INDIA,GICRE,41091.02, Mid Cap 
GILLANDERS ARBUTHNOT & CO. LTD.,GILLANDERS,188.86,Small Cap
GILLETTE INDIA LTD.,GILLETTE,19427.29,Small Cap
GINNI FILAMENTS LTD.,GINNIFILA,242.51,Small Cap
GUJARAT INDUSTRIES POWER CO. LTD,GIPCL,2127.45,Small Cap
GKW LTD.,GKWLIMITED,736.39,Small Cap
 GLAND PHARMA LIMITED,GLAND,25910.88, Mid Cap 
GLAXOSMITHKLINE PHARMACEUTICALS LTD.,GLAXO,25691.5, Mid Cap 
GLENMARK PHARMACEUTICALS LTD,GLENMARK,21994.54, Mid Cap 
"GUJARAT LEASE FINANCING LIMITED,",GLFL,10.01,Small Cap
GLOBAL EDUCATION LTD.,GLOBAL,436.75,Small Cap
GLOBAL VECTRA HELICORP LTD.,GLOBALVECT,122.15,Small Cap
GLOBE TEXTILES (INDIA) LTD.,GLOBE,55.78,Small Cap
GLOBUS SPIRITS LIMITED,GLOBUSSPR,2684.64,Small Cap
GLENMARK LIFE SCIENCES LIMITED,GLS,7703.56,Small Cap
G.M. BREWERIES LTD.,GMBREW,1184.82,Small Cap
GUJARAT MINERAL DEVELOPMENT CORPORA,GMDCLTD,9492.03,Small Cap
GMM PFAUDLER LTD.,GMMPFAUDLR,7286.55,Small Cap
GMR AIRPORTS INFRASTRUCTURE LIMITED,GMRINFRA,35007.27, Mid Cap 
GMR POWER AND URBAN INFRA LIMITED,GMRP&UI,2007.95,Small Cap
G N A AXLES LIMITED,GNA,1977.15,Small Cap
GUJARAT NARMADA VALLEY FERT.CO.LTD,GNFC,9969.61,Small Cap
"GOA CARBON LTD.,",GOACARBON,490.2,Small Cap
GOCL CORPORATION LIMITED,GOCLCORP,2359.31,Small Cap
GO FASHION (INDIA) LIMITED,GOCOLORS,6813.15,Small Cap
"GODFREY PHILLIPS INDIA LTD.,",GODFRYPHLP,10672.91,Small Cap
GODHA CABCON & INSULATION LTD.,GODHA,55.91,Small Cap
GODREJ AGROVET LIMITED,GODREJAGRO,9423.87,Small Cap
GODREJ CONSUMER PRODUCTS LTD.,GODREJCP,104292.63, Large Cap 
GODREJ INDUSTRIES LTD.,GODREJIND,19795.44,Small Cap
GODREJ PROPERTIES LIMITED,GODREJPROP,47486.31, Mid Cap 
GOENKA DIAMOND & JEWELS LTD,GOENKA,27.16,Small Cap
GOKALDAS EXPORTS LTD,GOKEX,4502.76,Small Cap
GOKUL REFOILS AND SOLVENT LIMITED,GOKUL,363.09,Small Cap
GOKUL AGRO RESOURCES LTD,GOKULAGRO,1700.91,Small Cap
GOLDEN TOBACCO LTD.,GOLDENTOBC,87.7,Small Cap
GOLDIAM INTERNATIONAL LTD.,GOLDIAM,1496.51,Small Cap
GOLDSTONE TECHNOLOGIES LTD.,GOLDTECH,353.56,Small Cap
GOODLUCK INDIA LIMITED,GOODLUCK,1878.75,Small Cap
GOYAL ALUMINIUMS LIMITED,GOYALALUM,137.78,Small Cap
GODAWARI POWER AND ISPAT LTD.,GPIL,8663.35,Small Cap
GUJARAT PIPAVAV PORT LIMITED,GPPL,6301.35,Small Cap
GPT INFRAPROJECTS LIMITED,GPTINFRA,606.7,Small Cap
GRANULES INDIA LTD.,GRANULES,8226.01,Small Cap
GRAPHITE INDIA LTD.,GRAPHITE,9205.07,Small Cap
"GRASIM INDUSTRIES LTD.,",GRASIM,125612.37, Large Cap 
GRAVITA INDIA LIMITED,GRAVITA,6084.49,Small Cap
GREAVES COTTON LTD.,GREAVESCOT,3166.24,Small Cap
GREENLAM INDUSTRIES LTD,GREENLAM,6147.54,Small Cap
GREENPANEL INDUSTRIES LIMITED,GREENPANEL,4375.72,Small Cap
GREENPLY INDUSTRIES LTD,GREENPLY,2204.63,Small Cap
ORIENT GREEN POWER COMPANY LIMITED,GREENPOWER,1482.4,Small Cap
GRINDWELL NORTON LTD.,GRINDWELL,24023.6, Mid Cap 
G R INFRAPROJECTS LIMITED,GRINFRA,11773.22,Small Cap
GRM OVERSEAS LTD.,GRMOVER,1136.86,Small Cap
THE GROB TEA COMPANY LTD.,GROBTEA,103.47,Small Cap
GRP LIMITED,GRPLTD,535.85,Small Cap
GARDEN REACH SHIPBUILDERS & ENGINEERS LIMITED,GRSE,8651.83,Small Cap
GARWARE HI-TECH FILMS LIMITED,GRWRHITECH,2900.84,Small Cap
GUJARAT STATE FERTILIZERS & CHEM.LTD,GSFC,7305.62,Small Cap
GLOBAL SURFACES LIMITED,GSLSU,822.25,Small Cap
GUJARAT STATE PETRONET LTD.,GSPL,15998.4,Small Cap
GSS INFOTECH LTD,GSS,328.38,Small Cap
G-TEC JAINX EDUCATION LTD.,GTECJAINX,86.81,Small Cap
GTL LTD,GTL,123.36,Small Cap
GTL INFRASTRUCTURE LIMITED,GTLINFRA,1254.25,Small Cap
GTPL HATHWAY LIMITED,GTPL,1811.22,Small Cap
GUFIC BIOSCIENCES LTD.,GUFICBIO,2725.43,Small Cap
"GUJARAT ALKALIS & CHEMICALS LTD.,",GUJALKALI,5211.01,Small Cap
GUJARAT APOLLO INDUSTRIES LTD.,GUJAPOLLO,263.74,Small Cap
GUJARAT GAS LIMITED,GUJGASLTD,30547.98, Mid Cap 
"GUJARAT RAFFIA IND. LTD.,",GUJRAFFIA,18.86,Small Cap
GULF OIL LUBRICANTS INDIA LIMITED,GULFOILLUB,2859.5,Small Cap
GP PETROLEUMS LIMITED,GULFPETRO,249.25,Small Cap
GULSHAN POLYOLS LTD.,GULPOLY,1356.23,Small Cap
GVK POWER & INFRASTRUCTURE LTD,GVKPIL,1143.1,Small Cap
GVP INFOTECH LTD.,GVPTECH,219.93,Small Cap
HINDUSTAN AERONAUTICS LIMITED,HAL,139522.81, Large Cap 
HAPPIEST MINDS TECHNOLOGIES LIMITED,HAPPSTMNDS,13339.81,Small Cap
HAPPY FORGINGS LIMITED,HAPPYFORGE,9669.03,Small Cap
HARDWYN INDIA LIMITED,HARDWYN,1387.4,Small Cap
HARIOM PIPE INDUSTRIES LIMITED,HARIOMPIPE,1717.52,Small Cap
"HARRISONS MALAYALAM LTD.,",HARRMALAYA,272.72,Small Cap
HARSHA ENGINEERS INTERNATIONAL LIMITED,HARSHA,3808.49,Small Cap
HATHWAY CABLE & DATACOM LIMITED,HATHWAY,3247.93,Small Cap
HATSUN AGRO PRODUCTS LTD.,HATSUN,24576.07, Mid Cap 
HAVELLS INDIA LIMITED,HAVELLS,83281.43, Large Cap 
SRI HAVISHA HOSPITALITY AND INFRASTRUCTURE LIMITED,HAVISHA,28.99,Small Cap
HBL POWER SYSTEMS LTD.,HBLPOWER,7872.6,Small Cap
HB STOCKHOLDINGS LTD.,HBSL,42.87,Small Cap
"HINDUSTAN CONSTRUCTION CO. LTD.,",HCC,3996.29,Small Cap
HEALTHCARE GLOBAL ENTERPRISES LIMITED,HCG,4907.58,Small Cap
HCL INFOSYSTEMS LTD,HCL-INSYS,560.55,Small Cap
HCL TECHNOLOGIES LTD,HCLTECH,339466.7, Large Cap 
HDFC ASSET MANAGEMENT COMPANY LIMITED,HDFCAMC,57388.09, Mid Cap 
HDFC BANK LTD.,HDFCBANK,1181073.76, Large Cap 
HDFC LIFE INSURANCE COMPANY LIMITED,HDFCLIFE,138981.01, Large Cap 
HOUSING DEVELOPMENT & INFRASTRUCTURE  LTD,HDIL,145.66,Small Cap
HEADS UP VENTURES LIMITED,HEADSUP,27.55,Small Cap
HEC INFRA PROJECTS LTD.,HECPROJECT,50,Small Cap
HEG LTD.,HEG,6558.39,Small Cap
HEIDELBERGCEMENT  INDIA LIMITED,HEIDELBERG,4321.06,Small Cap
HEMISPHERE PROPERTIES INDIA LIMITED,HEMIPROP,3546.55,Small Cap
HERANBA INDUSTRIES LIMITED,HERANBA,1455.51,Small Cap
"HERCULES HOISTS LTD.,",HERCULES,1036.65,Small Cap
HERITAGE FOODS LIMITED,HERITGFOOD,2244.22,Small Cap
HERO MOTOCORP LIMITED,HEROMOTOCO,64430.06, Mid Cap 
HESTER BIOSCIENCES LTD,HESTERBIO,1400.17,Small Cap
HEUBACH COLORANTS INDIA LIMITED,HEUBACHIND,1080.03,Small Cap
HEXA TRADEX LIMITED,HEXATRADEX,820.13,Small Cap
HFCL LIMITED,HFCL,9841.96,Small Cap
H.G. INFRA ENGINEERING LIMITED,HGINFRA,5910.08,Small Cap
HINDUJA GLOBAL SOLUTIONS LIMITED,HGS,4721.38,Small Cap
HIKAL LTD.,HIKAL,3585.75,Small Cap
HIL LIMITED,HIL,2186.16,Small Cap
HILTON METAL FORGING LIMITED,HILTON,316.65,Small Cap
"HIMATSINGKA SEIDE LTD.,",HIMATSEIDE,1450.47,Small Cap
HINDALCO INDUSTRIES LTD.,HINDALCO,108111.27, Large Cap 
HINDUSTAN COMPOSITES LTD,HINDCOMPOS,613.44,Small Cap
HINDCON CHEMICALS LTD.,HINDCON,146.78,Small Cap
HINDUSTAN COPPER LTD.,HINDCOPPER,15127.02,Small Cap
"HINDUSTAN MOTORS LTD.,",HINDMOTORS,329.69,Small Cap
HINDUSTHAN NATIONAL GLASS & INDUSTR,HINDNATGLS,144.33,Small Cap
HINDUSTAN OIL EXPLORATION CO. LTD.,HINDOILEXP,2398.54,Small Cap
HINDUSTAN PETROLEUM CORPORATION LTD,HINDPETRO,41255.56, Mid Cap 
"HINDUSTAN UNILEVER LTD.,",HINDUNILVR,598271.88, Large Cap 
HINDWARE HOME INNOVATION LIMITED,HINDWAREAP,3916.4,Small Cap
"HINDUSTAN ZINC LTD.,",HINDZINC,132515.89, Large Cap 
"HIND RECTIFIERS LTD.,",HIRECT,734.13,Small Cap
HISAR METAL INDUSTRIES LTD.,HISARMETAL,96.35,Small Cap
HI-TECH PIPES LIMITED,HITECH,1194.04,Small Cap
HITECH CORPORATION LIMITED,HITECHCORP,427.79,Small Cap
THE HI-TECH GEARS LIMITED,HITECHGEAR,769.81,Small Cap
HLE GLASCOAT LIMITED,HLEGLAS,3892.16,Small Cap
HLV LIMITED,HLVLTD,1296.51,Small Cap
HMA AGRO INDUSTRIES LIMITED,HMAAGRO,3428.59,Small Cap
HMT LIMITED,HMT,2002.09,Small Cap
HINDUSTAN MEDIA VENTURES LIMITED,HMVL,550.14,Small Cap
"HINDUSTAN FOODS LTD.,",HNDFDS,6199.33,Small Cap
HOME FIRST FINANCE COMPANY INDIA LIMITED,HOMEFIRST,7772.68,Small Cap
HONASA CONSUMER LIMITED,HONASA,12478.12,Small Cap
HONEYWELL AUTOMATION INDIA LTD.,HONAUT,34588.24, Mid Cap 
HONDA INDIA POWER PRODUCTS LIMITED,HONDAPOWER,2572.77,Small Cap
HOV SERVICES LIMITED,HOVS,69.5,Small Cap
HP ADHESIVES LIMITED,HPAL,882.72,Small Cap
HINDPRAKASH INDUSTRIES LIMITED,HPIL,119.47,Small Cap
HPL ELECTRIC & POWER LIMITED,HPL,1347.53,Small Cap
HIMADRI SPECIALITY CHEMICAL LTD.,HSCL,9807.16,Small Cap
HT MEDIA LTD,HTMEDIA,563.78,Small Cap
HUBTOWN LIMITED,HUBTOWN,457.4,Small Cap
HOUSING &URBAN DEVELOPMENT CORPORATION LTD.,HUDCO,15784.34,Small Cap
HUHTAMAKI INDIA LIMITED,HUHTAMAKI,2079.25,Small Cap
HYBRID FINANCIAL SERVICES LIMITED,HYBRIDFIN,24.08,Small Cap
INDIABULLS REAL ESTATE LIMITED,IBREALEST,4139.67,Small Cap
INDIABULLS HOUSING FINANCE LIMITED,IBULHSGFIN,8220,Small Cap
"ICDS LTD.,",ICDSLTD,39.72,Small Cap
ICE MAKE REFRIGERATION LTD.,ICEMAKE,875.44,Small Cap
ICICI BANK LTD.,ICICIBANK,674115.96, Large Cap 
ICICI LOMBARD GENERAL INSURANCE COMPANY LIMITED ,ICICIGI,67465.07, Large Cap 
ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,ICICIPRULI,79449.85, Large Cap 
INDO COUNT INDUSTRIES LTD,ICIL,4987.65,Small Cap
ICRA LIMITED,ICRA,5399.97,Small Cap
IDBI BANK LTD,IDBI,68887.35, Large Cap 
VODAFONE IDEA LIMITED,IDEA,52976.46, Mid Cap 
IDEAFORGE TECHNOLOGY LIMITED,IDEAFORGE,3872.48,Small Cap
IDFC LIMITED,IDFC,19293.75,Small Cap
IDFC FIRST BANK LIMITED,IDFCFIRSTB,58798.72, Mid Cap 
